path,line_count,complexity,exports_count,total_imports,external_imports,internal_imports,interfaces_count,types_count,enums_count,generics_count,decorators_count,has_advanced_types,exports,imported_modules
./frontend/node_modules/workbox-recipes/src/index.ts,38,1.38,0,7,0,7,0,0,0,0,1,No,,./googleFontsCache;./imageCache;./staticResourceCache;./pageCache;./offlineFallback;./warmStrategyCache;./_version.js
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/2020.ts,75,1.65,2,0,0,0,0,0,0,0,0,Yes,class:Ajv2020;variable:Ajv2020,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/ajv.ts,70,1.6,2,0,0,0,0,0,0,0,0,Yes,class:Ajv;variable:Ajv,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/jtd.ts,132,6.02,2,1,0,1,0,1,0,7,2,Yes,class:Ajv;variable:Ajv,./compile
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/2019.ts,81,1.71,2,0,0,0,0,0,0,0,0,Yes,class:Ajv2019;variable:Ajv2019,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/core.ts,891,38.61,8,6,0,6,8,3,0,47,11,Yes,interface:Plugin;type:Options;interface:CurrentOptions;interface:CodeOptions;type:InstanceOptions;interface:Logger;class:Ajv;interface:ErrorsTextOptions,./compile/rules;./compile;./compile/codegen;./compile/resolve;./compile/validate/dataType;./compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/next.ts,8,0.28,1,0,0,0,0,0,0,0,0,No,variable:next,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/draft2020.ts,23,0.53,1,1,0,1,0,0,0,0,0,No,variable:draft2020Vocabularies,./metadata
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/draft7.ts,17,0.47,1,1,0,1,0,0,0,0,0,No,variable:draft7Vocabularies,./metadata
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/errors.ts,18,1.18,1,0,0,0,0,1,0,0,0,Yes,type:DefinedError,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/code.ts,168,5.38,13,3,0,3,0,0,0,0,1,Yes,function:checkReportMissingProp;function:checkMissingProp;function:reportMissingProp;function:hasPropFunc;function:isOwnProperty;function:propertyInData;function:noPropertyInData;function:allSchemaProperties;function:schemaProperties;function:callValidateCode;function:usePattern;function:validateArray;function:validateUnion,../compile/codegen;../compile/util;../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/metadata.ts,17,0.57,2,0,0,0,0,0,0,0,0,No,const:metadataVocabulary;const:contentVocabulary,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/dynamic/dynamicAnchor.ts,31,1.01,2,3,0,3,0,0,0,0,0,No,function:dynamicAnchor;variable:def,../../compile/codegen;../../compile;../core/ref
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/dynamic/recursiveRef.ts,10,0.4,1,1,0,1,0,0,0,0,0,No,variable:def,./dynamicRef
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/dynamic/dynamicRef.ts,51,1.11,2,2,0,2,0,0,0,0,0,No,function:dynamicRef;variable:def,../../compile/codegen;../core/ref
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/dynamic/recursiveAnchor.ts,14,0.54,1,2,0,2,0,0,0,0,0,No,variable:def,./dynamicAnchor;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/dynamic/index.ts,9,0.29,1,0,0,0,0,0,0,0,0,No,variable:dynamic,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/core/ref.ts,129,2.79,3,4,0,4,0,0,0,0,0,Yes,function:getValidate;function:callRef;variable:def,../code;../../compile/codegen;../../compile;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/core/index.ts,16,0.36,1,0,0,0,0,0,0,0,0,No,variable:core,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/core/id.ts,10,0.3,1,0,0,0,0,0,0,0,0,No,variable:def,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/unevaluated/unevaluatedItems.ts,47,1.87,2,2,0,2,0,1,0,0,0,Yes,type:UnevaluatedItemsError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/unevaluated/unevaluatedProperties.ts,85,2.25,2,2,0,2,0,1,0,0,0,Yes,type:UnevaluatedPropertiesError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/unevaluated/index.ts,7,0.27,1,0,0,0,0,0,0,0,0,No,variable:unevaluated,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/union.ts,12,0.42,1,1,0,1,0,0,0,0,0,No,variable:def,../code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/discriminator.ts,89,2.59,2,5,0,5,0,1,0,0,0,Yes,type:JTDDiscriminatorError;variable:def,../../compile/codegen;./metadata;./nullable;./error;../discriminator/types
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/enum.ts,45,1.85,2,3,0,3,0,1,2,0,0,No,type:JTDEnumError;variable:def,../../compile/codegen;./metadata;./nullable
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/ref.ts,76,2.06,2,4,0,4,0,0,0,0,0,Yes,function:hasRef;variable:def,../../compile;../../compile/codegen;../core/ref;./metadata
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/type.ts,75,3.55,5,4,0,4,0,3,0,0,0,Yes,type:JTDTypeError;type:IntType;const:intRange;type:JTDType;variable:def,../../compile/codegen;../../compile/util;./metadata;./error
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/optionalProperties.ts,15,0.45,1,1,0,1,0,0,0,0,0,No,variable:def,./properties
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/elements.ts,32,1.62,2,6,0,6,0,1,0,0,0,No,type:JTDElementsError;variable:def,../../compile/util;../code;../../compile/codegen;./metadata;./nullable;./error
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/properties.ts,184,6.44,4,6,0,6,0,3,1,4,0,Yes,type:JTDPropertiesError;const:error;function:validateProperties;variable:def,../code;../../compile/util;../../compile/codegen;./metadata;./nullable;./error
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/index.ts,37,1.57,2,0,0,0,0,1,0,0,0,Yes,variable:jtdVocabulary;type:JTDErrorObject,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/nullable.ts,21,1.21,2,1,0,1,0,0,0,0,0,Yes,function:checkNullable;function:checkNullableObject,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/metadata.ts,24,0.84,2,2,0,2,0,0,0,0,0,No,function:checkMetadata;variable:def,../../ajv;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/error.ts,23,1.13,4,1,0,1,0,0,0,0,0,No,type:_JTDTypeError;function:typeError;function:typeErrorMessage;function:typeErrorParams,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/jtd/values.ts,58,2.28,2,5,0,5,0,1,0,0,0,Yes,type:JTDValuesError;variable:def,../../compile/util;../../compile/codegen;./metadata;./nullable;./error
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/discriminator/types.ts,12,0.72,2,0,0,0,0,0,1,0,0,No,enum:DiscrError;type:DiscrErrorObj,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/discriminator/index.ts,113,2.73,2,4,0,4,0,1,0,0,0,Yes,type:DiscriminatorError;variable:def,../../compile/codegen;../discriminator/types;../../compile;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/format/format.ts,120,4.4,2,1,0,1,0,2,0,4,0,Yes,type:FormatError;variable:def,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/format/index.ts,6,0.26,1,0,0,0,0,0,0,0,0,No,variable:format,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/if.ts,80,2.2,2,2,0,2,0,1,0,0,0,Yes,type:IfKeywordError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/dependencies.ts,112,4.72,7,3,0,3,1,3,0,0,0,Yes,type:PropertyDependencies;interface:DependenciesErrorParams;type:DependenciesError;const:error;function:validatePropertyDeps;function:validateSchemaDeps;variable:def,../../compile/codegen;../../compile/util;../code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/additionalProperties.ts,118,2.68,2,3,0,3,0,1,0,0,0,Yes,type:AdditionalPropertiesError;variable:def,../code;../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/items.ts,59,1.79,2,3,0,3,0,0,0,0,0,Yes,function:validateTuple;variable:def,../../compile/codegen;../../compile/util;../code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/patternProperties.ts,91,2.11,1,5,0,5,0,0,0,0,0,Yes,variable:def,../code;../../compile/codegen;../../compile/util;../../compile/util;../../types
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/allOf.ts,22,0.52,1,1,0,1,0,0,0,0,0,No,variable:def,../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/anyOf.ts,14,0.94,2,1,0,1,0,1,0,0,0,No,type:AnyOfError;variable:def,../code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/dependentSchemas.ts,11,0.41,1,1,0,1,0,0,0,0,0,No,variable:def,./dependencies
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/items2020.ts,36,1.46,2,4,0,4,0,1,0,0,0,No,type:ItemsError;variable:def,../../compile/codegen;../../compile/util;../code;./additionalItems
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/prefixItems.ts,12,0.42,1,1,0,1,0,0,0,0,0,No,variable:def,./items
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/contains.ts,109,2.49,2,2,0,2,0,1,0,0,0,Yes,type:ContainsError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/not.ts,38,1.18,2,1,0,1,0,1,0,0,0,No,type:NotKeywordError;variable:def,../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/propertyNames.ts,50,1.4,2,2,0,2,0,1,0,0,0,No,type:PropertyNamesError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/additionalItems.ts,56,2.16,3,2,0,2,0,1,0,0,0,Yes,type:AdditionalItemsError;function:validateAdditionalItems;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/oneOf.ts,82,2.32,2,3,0,3,0,1,0,0,0,Yes,type:OneOfError;variable:def,../../compile/codegen;../../compile/util;../../compile
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/properties.ts,57,1.57,1,3,0,3,0,0,0,0,0,Yes,variable:def,../../compile/validate;../code;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/index.ts,53,1.73,2,0,0,0,0,1,0,0,0,Yes,function:getApplicator;type:ApplicatorKeywordError,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/applicator/thenElse.ts,13,0.43,1,1,0,1,0,0,0,0,0,No,variable:def,../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/const.ts,28,1.68,2,2,0,2,0,1,0,0,0,Yes,type:ConstError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/enum.ts,54,2.14,2,2,0,2,0,1,1,0,0,Yes,type:EnumError;variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/limitContains.ts,16,0.46,1,1,0,1,0,0,0,0,0,No,variable:def,../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/dependentRequired.ts,23,1.03,2,1,0,1,0,1,0,0,0,No,type:DependentRequiredError;variable:def,../applicator/dependencies
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/uniqueItems.ts,79,2.29,2,3,0,3,0,1,0,0,0,Yes,type:UniqueItemsError;variable:def,../../compile/validate/dataType;../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/multipleOf.ts,34,2.04,2,1,0,1,0,1,0,1,0,Yes,type:MultipleOfError;variable:def,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/pattern.ts,28,1.68,2,2,0,2,0,1,0,0,0,Yes,type:PatternError;variable:def,../code;../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/limitProperties.ts,26,0.56,1,1,0,1,0,0,0,0,0,No,variable:def,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/required.ts,98,2.48,2,3,0,3,0,1,0,0,0,Yes,type:RequiredError;variable:def,../code;../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/limitLength.ts,30,0.7,1,2,0,2,0,0,0,0,0,No,variable:def,../../compile/codegen;../../compile/util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/limitNumber.ts,42,2.32,2,1,0,1,0,3,0,0,0,Yes,type:LimitNumberError;variable:def,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/index.ts,49,1.99,2,0,0,0,0,2,0,0,0,Yes,variable:validation;type:ValidationKeywordError,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/vocabularies/validation/limitItems.ts,26,0.56,1,1,0,1,0,0,0,0,0,No,variable:def,../../compile/codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/types/json-schema.ts,187,23.17,5,0,0,0,2,2,0,44,2,Yes,type:SomeJSONSchema;type:PartialSchema;type:JSONSchemaType;type:PropertiesSchema;type:RequiredMembers,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/types/index.ts,244,37.44,40,1,1,0,23,14,0,26,1,Yes,interface:SchemaObject;interface:AsyncSchema;type:AnySchemaObject;type:Schema;type:AnySchema;type:SchemaMap;interface:SourceCode;interface:DataValidationCxt;interface:ValidateFunction;interface:JTDParser;type:EvaluatedProperties;type:EvaluatedItems;interface:Evaluated;interface:AsyncValidateFunction;type:AnyValidateFunction;interface:ErrorObject;type:ErrorNoParams;interface:CodeKeywordDefinition;type:MacroKeywordFunc;type:CompileKeywordFunc;interface:DataValidateFunction;interface:SchemaValidateFunction;interface:FuncKeywordDefinition;interface:MacroKeywordDefinition;type:KeywordDefinition;type:AddedKeywordDefinition;interface:KeywordErrorDefinition;type:Vocabulary;interface:KeywordErrorCxt;type:KeywordCxtParams;type:FormatValidator;type:FormatCompare;type:AsyncFormatValidator;interface:FormatDefinition;interface:AsyncFormatDefinition;type:AddedFormat;type:Format;interface:RegExpEngine;interface:RegExpLike;interface:UriResolver,fast-uri
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/types/jtd-schema.ts,273,53.23,3,0,0,0,0,3,1,120,1,Yes,type:SomeJTDSchemaType;type:JTDSchemaType;type:JTDDataType,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/standalone/index.ts,100,3.7,6,2,0,2,0,0,0,2,0,Yes,variable:as;variable:value;const:validate;variable:default;variable:const;variable:standaloneCode,../compile/codegen/scope;../compile/codegen/code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/standalone/instance.ts,36,4.26,1,0,0,0,0,0,0,8,0,Yes,class:AjvPack,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/timestamp.ts,46,1.16,1,0,0,0,0,0,0,0,0,Yes,function:validTimestamp,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/uri.ts,6,1.06,1,0,0,0,0,1,0,0,0,Yes,variable:uri,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/ucs2length.ts,20,0.9,1,0,0,0,0,0,0,0,0,Yes,function:ucs2length,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/quote.ts,31,0.51,1,0,0,0,0,0,0,0,0,No,function:quote,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/re2.ts,6,1.06,1,0,0,0,0,1,0,0,0,Yes,variable:re2,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/parseJson.ts,177,3.77,3,0,0,0,0,0,0,0,3,Yes,function:parseJson;function:parseJsonNumber;function:parseJsonString,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/validation_error.ts,13,1.13,1,0,0,0,0,0,0,2,0,No,class:ValidationError,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/runtime/equal.ts,7,1.07,1,0,0,0,0,1,0,0,0,Yes,variable:equal,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/errors.ts,184,4.54,7,3,0,3,1,0,0,0,0,Yes,const:keywordError;const:keyword;interface:ErrorPaths;function:reportError;function:reportExtraError;function:resetErrorsCount;function:extendErrors,./codegen;./codegen/code;./util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/ref_error.ts,13,0.93,1,1,0,1,0,0,0,0,0,Yes,class:MissingRefError,./resolve
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/names.ts,27,0.57,1,1,0,1,0,0,0,0,0,No,variable:names,./codegen
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/rules.ts,50,5.2,6,0,0,0,4,2,0,1,0,Yes,type:JSONType;function:isJSONType;interface:ValidationRules;interface:RuleGroup;interface:Rule;function:getRules,
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/util.ts,213,11.53,18,2,0,2,2,1,1,9,0,Yes,function:toHash;function:alwaysValidSchema;function:checkUnknownRules;function:schemaHasRules;function:schemaHasRulesButRef;function:schemaRefOrVal;function:unescapeFragment;function:escapeFragment;function:escapeJsonPointer;function:unescapeJsonPointer;function:eachItem;const:mergeEvaluated;function:evaluatedPropsToName;function:setEvaluated;function:useFunc;enum:Type;function:getErrorPath;function:checkStrictMode,./codegen;./codegen/code
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/index.ts,324,8.54,8,6,1,5,3,1,0,2,0,Yes,type:SchemaRefs;interface:SchemaCxt;interface:SchemaObjCxt;class:SchemaEnv;function:compileSchema;function:resolveRef;function:getCompilingSchema;function:resolveSchema,./codegen;./resolve;./util;./validate;fast-uri;./rules
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/resolve.ts,149,4.49,7,1,0,1,0,1,0,1,1,Yes,type:LocalRefs;function:inlineRef;function:getFullPath;function:_getFullPath;function:normalizeId;function:resolveUrl;function:getSchemaRefs,./util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/validate/dataType.ts,230,6.1,8,5,0,5,0,1,1,1,1,Yes,enum:DataType;function:getSchemaTypes;function:getJSONTypes;function:coerceAndCheckDataType;function:checkDataType;function:checkDataTypes;type:TypeError;function:reportTypeError,../rules;./applicability;../errors;../codegen;../util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/validate/defaults.ts,32,1.22,1,2,0,2,0,0,0,0,0,Yes,function:assignDefaults,../codegen;../util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/validate/subschema.ts,135,4.65,5,2,0,2,1,1,0,2,0,Yes,interface:SubschemaContext;type:SubschemaArgs;function:getSubschema;function:extendSubschemaData;function:extendSubschemaMode,../codegen;../util
./frontend/node_modules/ajv-formats/node_modules/ajv/lib/compile/validate/keyword.ts,171,3.61,4,3,0,3,0,1,0,0,0,Yes,function:macroKeywordCode;function:funcKeywordCode;function:validSchemaType;function:validateKeywordUsage,../codegen;../../vocabularies/code;../errors
